transcript_id,eyestalk1,eyestalk2,eyestalk6,ganglion1,ganglion5,ganglion6,gill1,gill2,gill5,heart1,heart2,heart5,hepatopancreas2,hepatopancreas4,hepatopancreas5,intestine1,intestine3,intestine4,muscle1,muscle2,muscle5,ovary1,ovary2,ovary5,stomach1,stomach2,stomach5,testist3,testist4,testist6
XR_007736743.1,0,0.19,0.31,1.38,1.25,1.45,0.28,0.2,0,1.19,0.7,0,1.3,0.74,0.43,0,1.07,0,0.35,0.17,0,0.12,1.16,0.12,0.3,0.46,0.28,0.1,0.31,0
XR_007736744.1,20.01,3.81,0,29.87,5.69,0,49.12,1.01,16.7,112.41,3,21.42,0,0.57,1.67,0,3.98,1.27,26.67,0,3.8,18.91,1.25,2.91,7.95,0,1.42,0,0,2.09
XR_007736745.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736746.1,22.67,12.65,9.71,37.59,7.6,5.24,60.51,0,38.45,177.81,14.65,62.74,3.74,8.14,5.84,20.17,63.13,10.19,25.94,10.69,12.5,20.3,5.96,9,14.93,5.9,2.39,1.5,3.53,0
XR_007736747.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0
XR_007736748.1,2.07,3.08,5.22,8.39,15.33,11.02,4.64,8.13,5.35,2.84,3.11,2.9,6.01,6.58,4.48,5.28,9.92,16.38,1.68,3.27,0.29,2.3,28.28,3.09,26.71,18.26,10.55,1.33,1.87,1.06
XR_007736749.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736750.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736752.1,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736753.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736754.1,3.52,3.64,1.44,17.01,7.69,24.14,7.97,1.79,2.43,6.33,3.79,4.04,1.03,0,0,3.17,4.21,0,3.14,8.07,4.74,1.08,3.14,7.71,1.39,4.16,14.64,0,0.58,0.65
XR_007736755.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736756.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736757.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736758.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736759.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736760.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736761.1,1.14,37.34,34.87,3.72,19.88,1.19,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0.52,0,0,0,0
XR_007736762.1,0,0,0,0,0,0,0.36,0,0.17,1.32,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
XR_007736763.1,0,0,0,0,0.29,0,0.92,0.85,0,5.43,0,0,0,0,0,0.23,0,0,0.38,0.09,0.07,0,0,0,0,0,0.45,0.21,0,0
XR_007736764.1,0,0,0,0,0,0,0,0,1.66,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736765.1,0.07,0,0,0.11,0.16,0,0,1.55,0,2.47,0.47,0,0,0,0,0.13,0,0,0,0.26,0.19,0,0.09,0,0,0.06,0,0,0,0
XR_007736766.1,0,0,0,0,0,0,1.43,0,3.25,4.12,0,1.51,0,0,0,0,0,0.67,0.37,0,0,0,0,0,0,0,0,0,0,0
XR_007736767.1,0,0,0,0.45,0.09,0.13,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0.04,0,0,0
XR_007736768.1,0.02,0.25,0.28,0.8,0.2,0,0.19,0.04,0.24,0.82,0.33,0.42,0.08,0.12,0.05,0.21,0.08,0.11,0.15,0.06,0.15,0.37,1.19,0.57,0.03,0.22,0.06,0.04,0.11,0.05
XR_007736769.1,0,0,0,0,0,0,0,0,0,2.51,1.34,0,0.36,0,0,0,0,0,0,3.35,1.3,0,0,0,0,0,0,0,0,0
XR_007736770.1,0.81,5.31,1.15,32.51,14.67,10.44,11.88,2.94,8.86,14.42,7.26,15.58,6.3,15.84,12.53,13.61,3.32,6.99,13.91,4.52,4.17,1.52,1.09,0,1.89,3.6,2.46,0,0,0.15
XR_007736771.1,7.93,3.19,10.77,27.25,20.53,30.81,6.93,3.49,7.33,14.04,10.97,11.68,6.97,15.97,7.9,0,4.51,29.47,16.01,16.15,5.53,0.76,2.52,3.18,0,8.45,4.92,0.55,0.4,0
XR_007736772.1,0,2.39,1.88,0.63,3.35,6.53,1.14,2.21,0,1.02,1.11,1.42,0.76,0.98,0,5.38,1.12,0,0,0.85,1.53,0,1.63,0,0.27,3.15,2.46,0,0,0.15
XR_007736773.1,0.16,2.77,0.61,4.23,1.39,0.34,0.31,0.26,1.03,0.85,0.93,0.41,1.38,3.3,2.81,4.23,0.18,0,1.97,1.48,2.08,0.16,0.77,0,0,0.15,0.2,0,0.13,0.1
XR_007736774.1,1.16,2.06,0.95,8.89,20.7,7.14,3.17,1.53,5.4,3.1,1.6,3.78,1.76,3.16,5.38,2.81,1.6,4.09,2.67,2.18,2.43,1.56,1.39,4.84,0.22,1.39,4.07,0.24,0.06,0.05
XR_007736775.1,0,0,0,0.88,0.42,0.36,0,0,0.18,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736776.1,0,0.28,0,0.4,0.6,0.88,0,0,0,0.2,0.31,0.86,0,0,0.52,0.12,0.11,0,0,0.38,0.09,0,0.12,0,0,0,0.06,0,0,0
XR_007736777.1,0,0,0,0.69,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736778.1,0,0,0.15,0,0,0,0,0,0.29,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736779.1,0.15,0.24,0.1,0.25,0.51,0.18,0,0.12,0,0,0.26,0.09,0.21,0.16,0,0.31,0.29,0.26,0.54,0.11,0,0.07,0,0.22,0,0,0,0,0.04,0
XR_007736780.1,0.33,6.19,11.94,75.72,225.41,0,1.36,8.62,2.16,0.07,0.07,0,0,0,0,0.09,0.16,0,0.19,0,0,0,0,0,0,0.06,0,0,0,0
XR_007736781.1,0.24,3.95,5.17,56.89,232.02,0,0.25,4.98,0.94,0.27,0.27,0,0,0,0,0,0,0.41,0,0,0.12,0,0,0.11,0,0,0,0,0,0
XR_007736782.1,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0.09,0.14,0,0,0,0,0,0,0
XR_007736783.1,0.22,7.28,3.37,44.55,36.93,1.04,3.64,4.42,0.98,11.2,5.17,3.97,0.63,0.68,0.18,8.38,0,21.33,8.95,8.96,4.2,1.26,1.56,0.18,0.96,2.42,1.93,0,1.08,0.16
XR_007736784.1,0,3.61,0,18.08,2.27,7.68,0,0,0,5.59,0,0,0,0,0,0,0,11.5,0,0,0.52,0.26,0,0.72,0,0,0.24,0.43,0.65,0
XR_007736785.1,2.91,0,3.27,13.42,17.98,0,4.62,2.58,0.99,1.15,5.21,2.2,0,0,0,5.96,0.38,14.89,5.72,10.3,1.68,0,0,0,0,2.42,3.58,0,0,0.29
XR_007736786.1,0,0,0.18,0,1.75,0,0,0,2.42,0,0,1.79,0.11,0.94,0,0,0.38,2.93,0,0,0,0,0.27,0,0,0,0,0,0,0
XR_007736787.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736788.1,0,0,0.3,0,0.35,1.8,0,0,0.33,0.51,0,0.74,0.12,1.28,1.91,0.3,1.25,0,0.3,0,0.21,0.2,0.79,0,0,0.3,0,0,0,0.13
XR_007736789.1,0,1.03,0.84,1.42,1.88,0,0.39,0.37,0,0,1.31,0,0.39,0.13,0,0.31,0.33,0,0,0.32,0,0.1,0.46,0.31,0.23,0.28,0.06,0,0.15,0
XR_007736790.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736791.1,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0
XR_007736792.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736793.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736794.1,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0
XR_007736795.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736796.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736797.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736798.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736799.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736800.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736801.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736802.1,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736803.1,0,0,0,1.32,1.89,0.15,0,0,0,0.5,0,0.2,0.11,0,0,0,0,0,0.27,0,0,0,0.27,0,0.07,0.12,0,0.18,0,0
XR_007736804.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736805.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736806.1,0,0.2,0.77,0.79,1.15,0,0,0,0.43,0,0.18,0.4,0.21,0,0,0,0,0,0.28,0,0.21,0.29,0,0.16,0,0,0.1,0,0,0
XR_007736807.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736808.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736809.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736810.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736811.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736812.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736813.1,0,0.5,0,0,0,0,0.12,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.54,0,0,0,0
XR_007736814.1,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736815.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0
XR_007736816.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736817.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736818.1,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
XR_007736819.1,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736820.1,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736821.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736822.1,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736823.1,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736824.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736825.1,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736826.1,0,0.53,0,1.63,0,0.11,0,0,0,0.17,0.12,0,0,0.13,0.04,0.4,0,0.13,0.25,0,0.04,0.08,0,0.09,0,0,0.04,0.05,0,0.06
XR_007736827.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736828.1,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
XR_007736829.1,0,0.53,0,1.63,1.4,0.11,0,0,0.21,0.17,0.12,0,0,0.13,0.04,0.4,0,0.13,0.25,0,0.04,0.08,0,0.09,0,0,0.04,0.05,0,0.06
XR_007736830.1,0,0.53,0,1.63,1.4,0.11,0,0,0.21,0.17,0.12,0,0,0.13,0.04,0.4,0,0.13,0.25,0,0.04,0.08,0,0.09,0,0,0.04,0.05,0,0.06
XR_007736831.1,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0
XR_007736832.1,0,0,0,0,1.61,0.11,0,0,0,0.17,0.12,0,0,0,0.04,0.4,0,0.13,0.25,0,0,0.08,0,0.09,0,0,0.04,0,0,0.06
XR_007736833.1,0,0.82,0.58,4.95,3.54,0.31,0.59,0.19,0,0.41,0.3,0,0,0.31,0,0,0.09,0.36,0.72,0,0.63,0,0,0.36,0.82,0,0.07,0,0.12,0
XR_007736834.1,0.2,0,0.05,0.82,5.19,0,0,0,0.24,0.46,0.06,0.41,0,0,0,1.71,0,0,0,0,0.3,0.17,0.23,0,0,0.18,0.1,0.08,0,0
XR_007736835.1,0,0.15,0,0,0.17,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0
XR_007736836.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736837.1,0,0,0,2.01,0,0,0,0,0,0.17,0,0,0,0,0,0,0.53,0,0,0,0,0.15,0,0,0,0,0,0,0,0
XR_007736838.1,0,0,0.1,0,0.39,0,0,0,0.12,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.12
XR_007736839.1,0,0.16,0,0,0.42,0.29,0,0.21,0,0,0,0,0.13,0,0,0,0.07,0,0,0.19,0,0,0,0,0,0,0,0,0,0
XR_007736840.1,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736841.1,0,0,1.56,1.23,1.93,0.89,0,0,0,0.11,0.59,0,0.2,0,0,0.51,0.12,0,0,0,0,0.34,0.26,0.87,0.46,0.09,0,0,0,0.21
XR_007736842.1,0,0,0,0.74,4.02,0,0,0,1.25,0,0,1.27,0.17,0,0,0,0,0,0,0,0.94,0.26,0,0.77,0,0,0,0,0.07,0.23
XR_007736843.1,0,1.04,0,1.09,1.55,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0
XR_007736844.1,0,1.06,0,2.9,2.96,0,0,0.29,0,0,0.45,0,0.18,0,0,0,0,0,0,0.5,0.65,0.42,0,0.88,0,0,0,0,0.07,0
XR_007736845.1,0.27,1.27,0.34,5.72,8.61,0,0,1.29,0,0,0,0.32,0.25,0,0,0.37,0,0,1.14,0.38,0.27,2.02,1.09,0.77,0.66,0.25,0,0,0,0.16
XR_007736846.1,0,0,0,1.44,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0.03,0.16,0,0,0.19,0,0,0,0.06,0.06,0.17
XR_007736847.1,0.45,3.33,2.82,3.17,6.48,0.35,0.51,0.25,0.15,0.33,1.57,0.59,0.63,0.57,0.17,0.73,0.31,0.26,0.28,0.67,0.63,1.3,1.26,1,0.24,0.41,0.13,0,0.25,0.09
XR_007736848.1,0,0,0,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736849.1,0,0,0.25,0,0,0.45,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0
XR_007736850.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.13,0,0,0
XR_007736851.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736852.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
XR_007736853.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736854.1,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736855.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736856.1,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.08
XR_007736857.1,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0.13,0.03,0,0,0,0,0,0
XR_007736858.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736859.1,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736860.1,0,0,0,0,0,0,0,0.06,0,0,0.1,0.22,0,0,0,0,0.02,0,0,0,0,0,0.1,0,0,0,0,0,0,0.03
XR_007736861.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0
XR_007736862.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736863.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736864.1,0,0.14,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736865.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736866.1,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736867.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736868.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.12,0,0,0,0,0,0,0,0.03,0,0,0,0,0
XR_007736869.1,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0
XR_007736870.1,0,0,0,0.18,0,0,0,0,0,0.09,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736871.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736872.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.02,0,0
XR_007736873.1,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736874.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736875.1,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
XR_007736876.1,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.09,0,0,0,0,0,0,0,0.08,0,0,0
XR_007736877.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0
XR_007736878.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736879.1,0.04,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736880.1,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.03,0.04,0,0.08,0
XR_007736881.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736882.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736883.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736884.1,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736885.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.02,0
XR_007736886.1,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736887.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736888.1,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736889.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736890.1,0,0.09,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.03,0,0,0,0.07,0
XR_007736891.1,0,0,0,0.06,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0
XR_007736892.1,0.04,0,0,0,0,0,0.19,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736893.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736894.1,0,0.09,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.03,0,0,0,0.07,0
XR_007736895.1,0,0,0.17,0,0,0,0,0.07,0.08,0,0.1,0,0,0,0,0,0,0,0,0,0,0.32,0.44,0.22,0.05,0,0,0.1,0,0
XR_007736896.1,0,9.37,10.18,0.65,0.81,0.47,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0.3,1.05,0.17,0,0.16,0,0
XR_007736897.1,0,0,0,0,0.74,0.37,0.25,0,1.58,0,0.36,0,0.29,0.22,0.27,0,0.88,0,0,0,0,0,0,0,0,0.3,0.16,0.13,0,0
XR_007736898.1,1.31,0,0.42,0.57,0,3.09,0.25,0.26,0,0.44,0,0,0,0.57,0,0.57,2.07,1.09,0,0,0,0.15,0,0,0.93,0.14,0,0,0.99,0.52
XR_007736899.1,0,0,0.66,0.41,0,0.13,0,0,0,0.64,0,1.5,0,0.15,0,0,0,0,0.14,0.64,0.4,0,0.12,0.18,0.16,0,0,0,0.13,0
XR_007736900.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736901.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736902.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736903.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736904.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736905.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
XR_007736906.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736907.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736908.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0
XR_007736909.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736910.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736911.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736912.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736913.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736914.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007736915.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0
